"insect","sdm","tune.args","fold","AUC","CBI","IMAE","thr.mss","OR.mss","TSS.mss"
"Papilio rutulus","MAXENT","fc.LQ_rm.1",1,0.386,0.111,0.564,0.505,0.0688030160226202,0.0190908479906469
"Papilio rutulus","MAXENT","fc.LQ_rm.1",2,0.684,0.088,0.55,0.694,0.482563619227144,0.435931678578498
"Papilio rutulus","MAXENT","fc.LQ_rm.1",3,0.672,0.417,0.748,0.865,0.671374764595104,0.328625235404896
"Papilio rutulus","MAXENT","fc.LQ_rm.1",4,0.562,0.608,0.597,0.62,0.860508953817154,0.09049671921018
"Papilio rutulus","RF","mtry = 3",1,0.678,0.937,0.621,0.727,0.429,0.251
"Papilio rutulus","RF","mtry = 3",2,0.738,0.835,0.643,0.56,0.479,0.426
"Papilio rutulus","RF","mtry = 3",3,0.813,0.996,0.642,0.574,0.226,0.504
"Papilio rutulus","RF","mtry = 3",4,0.641,0.965,0.662,0.328,0.448,0.2
"Papilio troilus","BRT","tree.5650_node.5_lr.0.01",1,0.618349201656441,0.906,0.543085021438494,0.4501689,0.299343544857768,0.182578434209787
"Papilio troilus","BRT","tree.5650_node.5_lr.0.01",2,0.538126133412282,0.581,0.511011453244835,0.57938298,0.613835376532399,0.114602277484358
"Papilio troilus","BRT","tree.5650_node.5_lr.0.01",3,0.654814046964608,0.98,0.567411624828011,0.30405515,0.203938730853392,0.244874036760466
"Papilio troilus","BRT","tree.5650_node.5_lr.0.01",4,0.748740603866924,0.993,0.592823039576497,0.21912253,0.105954465849387,0.398219156855121
"Papilio troilus","GAM",NA,1,0.631,0.846,0.543,0.566,0.369,0.201
"Papilio troilus","GAM",NA,2,0.517,0.908,0.495,0.432,0.537,0.085
"Papilio troilus","GAM",NA,3,0.609,0.805,0.549,0.408,0.356,0.155
"Papilio troilus","GAM",NA,4,0.759,0.979,0.638,0.323,0.12,0.419
"Papilio troilus","LASSO","lambda.1se",1,0.587,0.77,0.539,0.554,0.59,0.126
"Papilio troilus","LASSO","lambda.1se",2,0.538,0.031,0.512,0.661,0.549,0.098
"Papilio troilus","LASSO","lambda.1se",3,0.699,0.995,0.548,0.469,0.226,0.318
"Papilio troilus","LASSO","lambda.1se",4,0.766,0.986,0.612,0.351,0.136,0.414
"Papilio troilus","MAXENT","fc.LQ_rm.3",1,0.514,0.299,0.518,0.598,0.0757111597374179,0.0686348538113053
"Papilio troilus","MAXENT","fc.LQ_rm.3",2,0.934,0.777,0.558,0.178,0.152059596844873,0.832254128645323
"Papilio troilus","MAXENT","fc.LQ_rm.3",3,0.563,0.693,0.641,0.686,0.6,0.121830985915493
"Papilio troilus","MAXENT","fc.LQ_rm.3",4,0.429,-0.006,0.548,0.763,0.935639229422067,0.0340298882249923
"Papilio troilus","RF","mtry = 3",1,0.587,0.834,0.529,0.497,0.598,0.159
"Papilio troilus","RF","mtry = 3",2,0.544,0.593,0.507,0.489,0.447,0.12
"Papilio troilus","RF","mtry = 3",3,0.668,0.985,0.555,0.444,0.421,0.255
"Papilio troilus","RF","mtry = 3",4,0.766,0.946,0.582,0.349,0.069,0.424
"Papilio zelicaon","BRT","tree.3275_node.5_lr.0.01",1,0.727468969239072,0.965,0.600768890917776,0.46311132,0.268476621417798,0.364550901517982
"Papilio zelicaon","BRT","tree.3275_node.5_lr.0.01",2,0.830221986234468,0.974,0.759377941130034,0.21581504,0.225075528700906,0.552744020171274
"Papilio zelicaon","BRT","tree.3275_node.5_lr.0.01",3,0.642556990730165,0.925,0.692853630713395,0.15314186,0.368024132730015,0.210947613448771
"Papilio zelicaon","BRT","tree.3275_node.5_lr.0.01",4,0.756339206198376,0.301,0.812442896696309,0.07711744,0.241691842900302,0.430885227420069
"Papilio zelicaon","GAM",NA,1,0.72,0.964,0.621,0.456,0.21,0.336
"Papilio zelicaon","GAM",NA,2,0.801,0.633,0.745,0.619,0.462,0.501
"Papilio zelicaon","GAM",NA,3,0.543,0.63,0.65,0.128,0.303,0.096
"Papilio zelicaon","GAM",NA,4,0.755,0.557,0.751,0.203,0.249,0.433
"Papilio zelicaon","LASSO","lambda.1se",1,0.804,0.938,0.731,0.879,0.222,0.498
"Papilio zelicaon","LASSO","lambda.1se",2,0.821,0.643,0.557,0.934,0.446,0.523
"Papilio zelicaon","LASSO","lambda.1se",3,0.482,-0.192,0.52,0,0.02,0.033
"Papilio zelicaon","LASSO","lambda.1se",4,0.731,0.646,0.727,0.251,0.296,0.397
"Papilio zelicaon","MAXENT","fc.LQH_rm.2",1,0.399,0.271,0.57,0.668,0.0361990950226244,0.013017907214512
"Papilio zelicaon","MAXENT","fc.LQH_rm.2",2,0.892,0.991,0.676,0.482,0.222054380664653,0.628796470186198
"Papilio zelicaon","MAXENT","fc.LQH_rm.2",3,0.577,0.389,0.549,0.368,0.182503770739065,0.185811737282326
"Papilio zelicaon","MAXENT","fc.LQH_rm.2",4,0.764,0.791,0.751,0.134,0.119335347432024,0.438674417738866
"Papilio zelicaon","RF","mtry = 3",1,0.746,0.926,0.659,0.659,0.181,0.42
"Papilio zelicaon","RF","mtry = 3",2,0.876,0.948,0.674,0.478,0.21,0.654
"Papilio zelicaon","RF","mtry = 3",3,0.657,0.846,0.595,0.428,0.3,0.327
"Papilio zelicaon","RF","mtry = 3",4,0.715,0.824,0.721,0.332,0.438,0.359
