insect,sdm,tune.args,fold,AUC,CBI,IMAE,thr.mss,OR.mss,TSS.mss
Papilio rumiko,RF,mtry = 3,3,0.884207559,0.975,0.682539312,0.516,0.111940299,0.639858263
Papilio rumiko,RF,mtry = 3,4,0.711101805,0.654,0.723868292,0.132,0.115671642,0.379377863
Papilio rutulus,BRT,tree.3400_node.5_lr.0.01,1,0.69484668,0.927,0.636845323,0.76919676,0.4086629,0.31307623
Papilio rutulus,BRT,tree.3400_node.5_lr.0.01,2,0.761279629,0.917,0.7278973,0.45232035,0.427898209,0.456131683
Papilio rutulus,BRT,tree.3400_node.5_lr.0.01,3,0.814990813,0.989,0.662688518,0.54330457,0.281544256,0.522099469
Papilio rutulus,BRT,tree.3400_node.5_lr.0.01,4,0.627374516,0.935,0.702035488,0.17880453,0.409990575,0.17899505
Papilio rutulus,GAM,NA,1,0.669594899,0.957,0.61713399,0.66378383,0.422787194,0.238082371
Papilio rutulus,GAM,NA,2,0.664364702,-0.073,0.570755809,0.80831116,0.5466541,0.329349221
Papilio rutulus,GAM,NA,3,0.752888714,0.994,0.626355501,0.50672117,0.307909605,0.389458817
Papilio rutulus,GAM,NA,4,0.509328225,0.027,0.580134685,0.08295378,0.172478794,0.078584175
Papilio rutulus,LASSO,lambda.1se,1,0.698948866,0.887,0.672925808,0.85611251,0.346516008,0.303483992
Papilio rutulus,LASSO,lambda.1se,2,0.780873759,0.732,0.669107431,0.71385382,0.413760603,0.517044822
Papilio rutulus,LASSO,lambda.1se,3,0.800948482,0.873,0.64758351,0.77862239,0.290960452,0.50863469
Papilio rutulus,LASSO,lambda.1se,4,0.587782635,0.709,0.659943648,0.1957818,0.29594722,0.122963491
Papilio rutulus,MAXENT,fc.L_rm.1,1,0.375578907,-0.507,0.554160103,0.30147741,0.001885014,-0.000226639
Papilio rutulus,MAXENT,fc.L_rm.1,2,0.64066918,0.366,0.556440501,0.82411037,0.579641847,0.315734328
Papilio rutulus,MAXENT,fc.L_rm.1,3,0.307853851,0.257,0.744965878,0.68297965,0.064971751,0.145554564
Papilio rutulus,MAXENT,fc.L_rm.1,4,0.611841053,0.813,0.58820556,0.32159338,0.24128181,0.188063214
Papilio rutulus,RF,mtry = 3,1,0.67697126,0.926,0.623888305,0.798,0.553672316,0.268066814
Papilio rutulus,RF,mtry = 3,2,0.733321629,0.834,0.638208815,0.532,0.4533459,0.428746544
Papilio rutulus,RF,mtry = 3,3,0.813278647,0.994,0.64259122,0.596286,0.241996234,0.498894455
Papilio rutulus,RF,mtry = 3,4,0.645308485,0.97,0.663785,0.346,0.486333648,0.202469754
Papilio troilus,BRT,tree.5650_node.5_lr.0.01,1,0.602918966,0.867,0.538069134,0.41760156,0.234135667,0.17880439
Papilio troilus,BRT,tree.5650_node.5_lr.0.01,2,0.534083612,0.532,0.509693403,0.59200698,0.625656743,0.113130838
Papilio troilus,BRT,tree.5650_node.5_lr.0.01,3,0.648843687,0.971,0.564683217,0.30282678,0.208315098,0.237383617
Papilio troilus,BRT,tree.5650_node.5_lr.0.01,4,0.745776308,0.98,0.589824158,0.24961816,0.132224168,0.395321742
Papilio troilus,GAM,NA,1,0.630979977,0.846,0.543092165,0.5661874,0.369365427,0.20056797
Papilio troilus,GAM,NA,2,0.517336946,0.908,0.495484065,0.43163066,0.537215412,0.08476586
Papilio troilus,GAM,NA,3,0.60883936,0.805,0.549223743,0.40842201,0.356236324,0.154857487
Papilio troilus,GAM,NA,4,0.758891424,0.979,0.638314737,0.32262053,0.119964974,0.41926708
Papilio troilus,LASSO,lambda.1se,1,0.588003506,0.771,0.539253122,0.55784774,0.596498906,0.128524881
Papilio troilus,LASSO,lambda.1se,2,0.539348557,0.033,0.512375927,0.65488817,0.529772329,0.099108893
Papilio troilus,LASSO,lambda.1se,3,0.698119985,0.992,0.551058074,0.45904014,0.230196937,0.316708474
Papilio troilus,LASSO,lambda.1se,4,0.764591233,0.986,0.609100273,0.36104629,0.150175131,0.41075976
Papilio troilus,MAXENT,fc.L_rm.2,1,0.507869252,-0.08,0.519726742,0.53265971,0.01619256,0.06405757
Papilio troilus,MAXENT,fc.L_rm.2,2,0.842323555,0.661,0.556715461,0.51008147,0.271253287,0.713060439
Papilio troilus,MAXENT,fc.L_rm.2,3,0.493870774,0.135,0.647707757,0.72064036,0.722538293,0.052109594
Papilio troilus,MAXENT,fc.L_rm.2,4,0.593637324,0.995,0.551769673,0.62827169,0.555166375,0.152554213
Papilio troilus,RF,mtry = 3,1,0.590162698,0.817,0.532517029,0.496,0.609628009,0.159401487
Papilio troilus,RF,mtry = 3,2,0.546237071,0.559,0.506850452,0.506,0.473730298,0.131493951
Papilio troilus,RF,mtry = 3,3,0.659694745,0.995,0.553750103,0.455,0.469584245,0.220956821
Papilio troilus,RF,mtry = 3,4,0.766413447,0.965,0.584327111,0.373,0.096322242,0.421206974
Papilio zelicaon,BRT,tree.3000_node.5_lr.0.01,1,0.717332946,0.961,0.592713124,0.43034668,0.257918552,0.342998879
Papilio zelicaon,BRT,tree.3000_node.5_lr.0.01,2,0.835816789,0.969,0.758078323,0.21360991,0.205438066,0.542306294
Papilio zelicaon,BRT,tree.3000_node.5_lr.0.01,3,0.64316478,0.918,0.691585489,0.17533811,0.404223228,0.21180271
Papilio zelicaon,BRT,tree.3000_node.5_lr.0.01,4,0.755919788,0.34,0.810667197,0.08789659,0.270392749,0.42334088
Papilio zelicaon,GAM,NA,1,0.719602308,0.964,0.62141012,0.45566035,0.209653092,0.336218468
Papilio zelicaon,GAM,NA,2,0.801057118,0.633,0.745172976,0.6187091,0.46223565,0.500546305
Papilio zelicaon,GAM,NA,3,0.54333573,0.63,0.65008561,0.12777363,0.303167421,0.096091495
Papilio zelicaon,GAM,NA,4,0.754585443,0.557,0.751030181,0.20280131,0.249244713,0.432802436
Papilio zelicaon,LASSO,lambda.1se,1,0.80402535,0.954,0.73002883,0.86515481,0.188536953,0.494949285
Papilio zelicaon,LASSO,lambda.1se,2,0.821002374,0.643,0.557064503,0.93377355,0.445619335,0.523177657
Papilio zelicaon,LASSO,lambda.1se,3,0.483951916,-0.154,0.518734931,1.57E-05,0.015082956,0.035866557
Papilio zelicaon,LASSO,lambda.1se,4,0.727913143,0.644,0.718769199,0.27398,0.305135952,0.389000659
Papilio zelicaon,MAXENT,fc.LQ_rm.1,1,0.404115251,-0.495,0.560549642,0.51777856,0.007541478,0.005881341
Papilio zelicaon,MAXENT,fc.LQ_rm.1,2,0.853402118,0.887,0.619959634,0.63896797,0.232628399,0.634238468
Papilio zelicaon,MAXENT,fc.LQ_rm.1,3,0.655462833,0.947,0.563573088,0.43869113,0.259426848,0.23388866
Papilio zelicaon,MAXENT,fc.LQ_rm.1,4,0.727060945,0.814,0.749125861,0.15521843,0.188821752,0.367095476
Papilio zelicaon,RF,mtry = 3,1,0.743524015,0.889,0.654358683,0.656,0.177978884,0.422938547
Papilio zelicaon,RF,mtry = 3,2,0.869114156,0.965,0.668054184,0.495,0.214501511,0.655047362
Papilio zelicaon,RF,mtry = 3,3,0.649112383,0.873,0.590988306,0.43,0.306184012,0.302894265
Papilio zelicaon,RF,mtry = 3,4,0.718295142,0.838,0.723109333,0.302,0.388217523,0.36273956
